PPN,genre-aad,originInfo-publication0_dateIssued,SprachcodesWinIBW
PPN101279203X,{'Medizin'},1798,"ger, eng"
PPN749752904,{'Lied'},1585,ger
PPN833297473,{'Reisebericht'},1749,ger
PPN688378536,{'Gesangbuch'},1636,ger
PPN732607795,,1558,ger
PPN870663712,,1793,ger
PPN809494736,{'Gelegenheitsschrift:Tod'},1655,ger
PPN1023795159,"{'Predigt', 'Gelegenheitsschrift:Einweihung'}",1662,ger
PPN1684207304,,1826,ger
PPN685552543,{'Leichenpredigt'},1644,ger
PPN1040802230,,1919,"ger, fre"
PPN879169605,{'Leichenpredigt'},1607,ger
PPN1024679632,,1744,ger
PPN715045628,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1664,"ger, lat"
PPN668508248,{'Leichenpredigt'},1645,ger
PPN715474812,"{'Gelegenheitsschrift:Tod', 'Leichenpredigt'}",1720,ger
PPN846652013,,1721,ger
PPN838991998,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1647,ger
PPN618304649,,1800,ger
PPN822024543,"{'Einblattdruck', 'Lied'}",1512,"ger, lat"
PPN1007369655,"{'Amtsdruckschrift', 'Einblattdruck'}",1693,ger
PPN167064264X,"{'Predigt', 'Gelegenheitsschrift:Neujahr'}",1625,ger
PPN750073233,{'Drama'},1788,ger
PPN796313806,,1855,de
PPN847684113,"{'Kolportageliteratur', 'Wörterbuch'}",1754,ger
PPN1047386291,"{'Ordensliteratur:Jesuiten', 'Streitschrift:theol.'}",1652,ger
PPN822416182,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1594,ger
PPN1029327424,{'Leichenpredigt'},1663,ger
PPN755313720,,1915,ger
PPN824815203,,1591,ger
PPN807049182,{'Tabelle'},1723,ger
PPN751182184,{'Schauspiel'},1794,ger
PPN664652182,{'Topographie'},1784,ger
PPN866896244,"{'Amtsdruckschrift', 'Einblattdruck', 'Geldwesen'}",1693,ger
PPN664287786,,1834,ger
PPN866400117,"{'Architektur', 'Vorlesung'}",1749,ger
PPN715660004,{'Predigtsammlung'},1668,ger
PPN728687763,,1682,"ger, eng"
PPN880930373,{'Leichenpredigt'},1631,ger
PPN756505194,{'Liedersammlung'},1600,ger
PPN737336579,,1585,ger
PPN1013689836,,1793,ger
PPN1049702735,{'Streitschrift:theol.'},1672,ger
PPN630335702,,1601,ger
PPN897435125,{'Erzählung'},1920,ger
PPN1028096372,{'Verordnung'},1795,ger
PPN635385511,,1695,ger
PPN1016194730,{'Leichenpredigt'},1675,ger
PPN745998046,{'Flugschrift'},1552,ger
PPN839997825,"{'Lyrik', 'Gelegenheitsschrift:Neujahr', 'Einblattdruck'}",1775,ger
PPN670033901,{'Traktat'},1712,ger
PPN865193673,{'Flugschrift'},1572,ger
PPN834742780,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1694,ger
PPN1008673994,{'Lyrik'},1796,ger
PPN839009623,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1649,ger
PPN64217203X,{'Hochschulschrift'},1733,ger
PPN729497283,{'Libretto'},1762,"lat, ger"
PPN1666536997,{'Erzählung'},1826,ger
PPN1678869171,"{'Lyrik', 'Gelegenheitsschrift:Jubiläum'}",1739,ger
PPN1687202761,"{'Lyrik', 'Gelegenheitsschrift:Tod', 'Epikedeion'}",1717,"lat, ger"
PPN840890281,{'Universitätsprogramm'},1794,ger
PPN623455625,{'Pädagogik'},1739,ger
PPN68721159X,{'Libretto'},1724,"ger, ita"
PPN77925225X,,1565,ger
PPN635316633,,1644,ger
PPN772418918,"{'Rede', 'Bücheranzeige'}",1739,ger
PPN655226117,{'Kommentar: theol.'},1624,ger
PPN1018600477,{'Vertrag'},1696,"ger, lat"
PPN664526918,{'Gelegenheitsschrift:Tod'},1666,ger
PPN688280498,{'Libretto'},1730,ger
PPN1672814766,{'Gelegenheitsschrift:Hochzeit'},1744,ger
PPN734352409,,1530,ger
PPN1016568177,"{'Frauenliteratur', 'Handbuch', 'Tabelle'}",1788,ger
PPN797039880,{'Komödie'},1771,"ger, fre"
PPN1744712581,{'Epikedeion'},1709,ger
PPN837259479,{'Flugschrift'},1558,ger
PPN667843728,{'Auktionskatalog'},1800,ger
PPN775085359,"{'Amtsdruckschrift', 'Tabelle'}",1776,ger
PPN628589336,,1691,ger
PPN845276603,{'Flugschrift'},1573,ger
PPN838241786,{'Gelegenheitsschrift:Neujahr'},1703,ger
PPN667380655,,1703,ger
PPN662038185,"{'Erbauungsliteratur', 'Katechismus'}",1751,ger
PPN1016820666,{'Gelegenheitsschrift:Tod'},1719,ger
PPN1031814027,,1799,ger
PPN69019417X,{'Leichenpredigt'},1685,ger
PPN818698969,"{'Flugschrift', 'Liedersammlung'}",1800,ger
PPN746277660,"{'Auktionskatalog', 'Geldwesen'}",1750,ger
PPN663678560,"{'Gelegenheitsschrift:Amtsantritt', 'Libretto'}",1737,ger
PPN685288382,{'Traktat'},1757,ger
PPN683493477,{'Geologie'},1801,ger
PPN663210283,{'Liedersammlung'},1640,ger
PPN1015603513,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1659,ger
PPN862872421,,1731,ger
PPN879165367,"{'Gelegenheitsschrift:Hochzeit', 'Predigt'}",1728,ger
PPN732608767,,1561,ger
PPN779350162,{'Leichenpredigt'},1592,ger
PPN1725601281,"{'Amtsdruckschrift', 'Einblattdruck'}",1799,ger
PPN833480952,{'Gelegenheitsschrift:Hochzeit'},1640,"ger, lat"
PPN81773953X,{'Amtsdruckschrift'},1676,ger
PPN1024546500,{'Gelegenheitsschrift:Tod'},1712,ger
PPN672237741,{'Traktat'},1789,"ger, fre"
PPN896391701,,1589,ger
PPN867889101,{'Verordnung'},1781,ger
PPN664995071,{'Streitschrift:theol.'},1606,ger
PPN1672321174,"{'Satire', 'Drama'}",1716,"ger, lat"
PPN1771280409,,1922,ger
PPN878977325,{'Gelegenheitsschrift:Tod'},1757,ger
PPN882541056,,1903,ger
PPN766372499,,1916,ger
PPN736601899,{'Lied'},1570,ger
PPN716637987,{'Leichenpredigt'},1691,ger
PPN1004965915,{'Amtsdruckschrift'},1698,ger
PPN867007079,,1782,"ger, eng"
PPN635288575,"{'Traktat', 'Erbauungsliteratur'}",1732,ger
PPN842383999,,1719,ger
PPN1024706311,{'Roman'},1822,ger
PPN830326073,"{'Lyrik', 'Gelegenheitsschrift:Promotion'}",1706,ger
PPN770555179,{'Flugschrift'},1587,ger
PPN685200671,{'Streitschrift:theol.'},1782,ger
PPN688807895,"{'Ordensliteratur:Unbeschuhte', 'Ordensliteratur:Unbeschuhte Karmeliter', 'Karmeliter'}",1759,ger
PPN668304405,{'Leichenpredigt'},1610,ger
PPN72898640X,{'Streitschrift:jur.'},1754,ger
PPN755815610,"{'Lyrik', 'Jugendbuch'}",1770,ger
PPN837688728,,1714,ger
PPN687049334,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1711,ger
PPN684372940,"{'Brief', 'Streitschrift:theol.'}",1789,ger
PPN1669497100,,1787,ger
PPN684105667,,1723,ger
PPN1027360807,{'Gelegenheitsschrift:Promotion'},1699,ger
PPN690195885,{'Leichenpredigt'},1656,ger
PPN841169683,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1647,ger
PPN866419551,,1799,ger
PPN630582645,,1682,ger
PPN883845695,{'Amtsdruckschrift'},1793,ger
PPN756700787,{'Liedersammlung'},1647,ger
PPN718210700,{'Amtsdruckschrift'},1771,ger
PPN1010373536,"{'Verordnung', 'Arzneibuch'}",1697,ger
PPN737685328,{'Lied'},1574,ger
PPN888814453,{'Traktat'},1766,ger
PPN685797376,{'Leichenpredigt'},1669,ger
PPN75110129X,{'Gelegenheitsschrift:Geburtstag'},1697,ger
PPN715289764,{'Geldwesen'},1767,ger
PPN622691740,{'Gelegenheitsschrift:Konversion'},1774,ger
PPN897688023,"{'Leichenpredigt', 'Biographie'}",1703,ger
PPN1006420363,{'Leichenpredigt'},1677,ger
PPN818451955,"{'Flugschrift', 'Gelegenheitsschrift:Tod'}",1633,ger
PPN668866748,{'Gelegenheitsschrift:Tod'},1689,ger
PPN690186991,{'Leichenpredigt'},1689,ger
PPN747283575,{'Flugschrift'},1535,ger
PPN736719180,{'Leichenpredigt'},1717,ger
PPN1031766936,,1785,ger
PPN734375247,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1751,ger
PPN781549604,{'Flugschrift'},1531,ger
PPN679396829,,1743,ger
PPN747594465,{'Komödie'},1775,ger
PPN743881176,,1545,ger
PPN752218190,"{'Lyrik', 'Gelegenheitsschrift:Sieg'}",1757,ger
PPN1671044592,{'Predigt'},1625,ger
PPN730500640,{'Lyrik'},1756,ger
PPN66403747X,{'Leichenpredigt'},1688,ger
PPN71559284X,{'Libretto'},1800,"ger, ita"
PPN1738657345,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1700,"ger, lat"
PPN797827102,{'Flugschrift'},1524,ger
PPN718221761,{'Libretto'},1755,"ita, ger"
PPN776395807,,1766,ger
PPN667709711,{'Leichenpredigt'},1653,ger
PPN751108979,,1800,ger
PPN822083493,{'Amtsdruckschrift'},1718,ger
PPN871990318,{'Brief'},1792,ger
PPN887580742,,1739,ger
PPN817990410,,1705,ger
PPN73556485X,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1763,ger
PPN750575328,{'Lied'},1550,ger
PPN689064411,,1704,ger
PPN746591667,{'Schulbuch'},1783,ger
PPN1028188781,,1891,ger
PPN798975245,{'Flugschrift'},1523,ger
PPN73846807X,,1915,ger
PPN1028664427,{'Gelegenheitsschrift:Amtsantritt'},1700,ger
PPN735080089,,1774,ger
PPN63567310X,,1757,ger
PPN884891674,"{'Verordnung', 'Einblattdruck'}",1792,ger
PPN751353418,,1581,ger
PPN871461412,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1689,ger
PPN168997186X,"{'Leichenpredigt', 'Universitätsprogramm', 'Epikedeion'}",1711,ger
PPN656434724,{'Leichenpredigt'},1662,ger
PPN1018509038,"{'Genealogie', 'Gelegenheitsschrift:Einweihung'}",1657,ger
PPN79878749X,,1578,"ger, lat"
PPN850978092,{'Lyrik'},1623,ger
PPN71593385X,{'Gelegenheitsschrift:Einladung'},1749,ger
PPN858956616,"{'Predigt', 'Gelegenheitsschrift:Jubiläum'}",1730,ger
PPN684394871,"{'Flugschrift', 'Streitschrift:polit.'}",1619,ger
PPN1683644182,,1734,ger
PPN732405637,,1791,ger
PPN777417863,{'Itinerar'},1795,ger
PPN876212720,{'Gelegenheitsschrift:Tod'},1722,ger
PPN738395439,{'Lied'},1604,ger
PPN772099529,{'Lied'},1583,ger
PPN1047431904,"{'Lyrik', 'Einblattdruck'}",1791,ger
PPN860524248,"{'Kommentar', 'Rezension'}",1742,ger
PPN767938674,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik', 'Gelegenheitsschrift:Abschied'}",1770,ger
PPN65908919X,{'Leichenpredigt'},1675,ger
PPN88293600X,,1894,ger
PPN77980872X,"{'Astronomie', 'Astrologie'}",1667,ger
PPN722406436,{'Gelegenheitsschrift:Neujahr'},1675,ger
PPN641928955,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1692,ger
PPN722204132,"{'Streitschrift:theol.', 'Streitschrift:polit.'}",1683,ger
PPN1046216376,{'Lyrik'},1817,ger
PPN898964520,{'Medizin'},1800,ger
PPN829096264,"{'Gelegenheitsschrift:Geburtstag', 'Streitschrift:polit.'}",1788,ger
PPN850989655,{'Drama'},1609,ger
PPN643072853,{'Leichenpredigt'},1687,ger
PPN869036572,{'Streitschrift'},1521,ger
PPN769837638,"{'Frauenliteratur', 'Erzählung'}",1792,ger
PPN817657592,,1899,ger
PPN863939341,,1578,ger
PPN1020771798,"{'Grammatik', 'Schulbuch'}",1797,"ger, gre"
PPN1009925989,,1870,ger
PPN616558155,,1735,ger
PPN81957614X,,1549,ger
PPN819552933,{'Seuchenschrift'},1566,ger
PPN1066764654,,1777,ger
PPN636031578,,1658,ger
PPN1016365152,{'Amtsdruckschrift'},1709,ger
PPN828822921,,1559,ger
PPN777218550,{'Lyrik'},1783,ger
PPN749560371,"{'Gelegenheitsschrift:Hochzeit', 'Drama'}",1689,ger
PPN1686689055,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1678,ger
PPN1042008914,{'Drama'},1843,ger
PPN675475554,{'Universitätsprogramm'},1780,ger
PPN1002271436,{'Amtsdruckschrift'},1639,ger
PPN688835317,,1805,ger
PPN657135933,,1848,ger
PPN646255851,,1773,ger
PPN733571832,"{'Lyrik', 'Liedersammlung'}",1758,ger
PPN877988269,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1778,ger
PPN730466582,,1777,ger
PPN1678610917,,1742,"ger, lat, fre"
PPN1046338153,"{'Freimaurerliteratur', 'Chronik'}",1798,ger
PPN104111866X,{'Drama'},1818,ger
PPN768644496,,1914,ger
PPN878211675,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1656,ger
PPN661845486,"{'theol.', 'Kommentar:'}",1778,ger
PPN742252027,,1588,ger
PPN737909811,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1660,ger
PPN774885068,{'Gelegenheitsschrift:Jubiläum'},1717,ger
PPN739335871,{'Auktionskatalog'},1782,ger
PPN813119251,{'Verordnung'},1568,ger
PPN101558327X,,1496,ger
PPN757444229,,1819,ger
PPN734534914,{'Lied'},1560,ger
PPN726243809,"{'Lyrik', 'Gelegenheitsschrift:Geburtstag'}",1733,ger
PPN785272917,{'Traktat'},1762,ger
PPN1018509011,"{'Meßkatalog', 'Buchhandelskatalog'}",1632,"ger, lat"
PPN65359979X,"{'Flugschrift', 'Kolportageliteratur'}",1726,ger
PPN832372617,{'Gelegenheitsschrift:Hochzeit'},1636,"lat, ger"
PPN82406318X,,1550,ger
PPN877400857,{'Verordnung'},1700,ger
PPN654832625,"{'Leichenpredigt', 'Rede'}",1717,ger
PPN791626873,"{'Flugschrift', 'Liedersammlung'}",1786,ger
PPN663597498,"{'Streitschrift', 'Freimaurerliteratur'}",1795,ger
PPN1033010944,{'Leichenpredigt'},1603,ger
PPN896285111,{'Leichenpredigt'},1705,ger
PPN670498602,{'Streitschrift:theol.'},1780,ger
PPN1762756609,{'Streitschrift:theol.'},1620,ger
PPN1758954825,,1907,ger
PPN717589358,{'Amtsdruckschrift'},1738,ger
PPN870132970,{'Leichenpredigt'},1601,ger
PPN673075036,{'Gelegenheitsschrift:Jubiläum'},1735,ger
PPN717300609,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1730,ger
PPN804404313,{'Lied'},1565,ger
PPN730239381,,1780,ger
PPN1663821011,{'Leichenpredigt'},1688,ger
PPN870485474,{'Leichenpredigt'},1643,ger
PPN663170281,"{'Gelegenheitsschrift:Tod', 'Rede'}",1674,ger
PPN784657335,{'Flugschrift'},1535,ger
PPN755672259,{'Flugschrift'},1546,ger
PPN722402791,{'Gesangbuch'},1675,ger
PPN729003353,"{'Gelegenheitsschrift:Geburtstag', 'Einblattdruck'}",1682,ger
PPN798719443,,1735,ger
PPN641993463,{'Edikt'},1787,ger
PPN653567219,"{'Gelegenheitsschrift:Tod', 'Biographie'}",1726,ger
PPN73548547X,"{'Lyrik', 'Gelegenheitsschrift:Neujahr'}",1739,ger
PPN746574169,,1868,ger
PPN634097709,{'Landwirtschaft'},1797,ger
PPN733905625,{'Lied'},1555,ger
PPN1004872658,,1680,ger
PPN1040702627,{'Leichenpredigt'},1723,ger
PPN669012939,{'Lied'},1560,ger
PPN668289465,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1671,ger
PPN1779862628,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1705,"ger, lat"
PPN747406820,{'Flugschrift'},1598,ger
PPN799166227,{'Flugschrift'},1522,ger
PPN756976839,{'Liedersammlung'},1682,ger
PPN884592243,"{'Gelegenheitsschrift:Tod', 'Brief'}",1672,ger
PPN684365693,"{'Gelegenheitsschrift:Tod', 'Leichenpredigt'}",1747,ger
PPN73361485X,,1545,ger
PPN633688231,,1720,ger
PPN668286741,{'Leichenpredigt'},1668,ger
PPN663672694,{'Libretto'},1795,ger
PPN687961114,"{'Auktionskatalog', 'Geldwesen'}",1751,ger
PPN1001303261,{'Leichenpredigt'},1647,ger
PPN1028187491,{'Gelegenheitsschrift:Promotion'},1693,ger
PPN78698810X,,1798,"ger, fre"
PPN1001212142,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1669,ger
PPN846582031,{'Flugschrift'},1525,ger
PPN87629168X,{'Erbauungsliteratur'},1600,ger
PPN659207044,"{'Gelegenheitsschrift:Tod', 'Rede'}",1696,ger
PPN798967609,{'Flugschrift'},1522,ger
PPN663751888,"{'Ordensliteratur:Jesuiten', 'Erbauungsliteratur', 'Erzählung'}",1702,"ger, ita"
PPN1682545075,{'Altertumskunde'},1711,ger
PPN770969976,,1591,ger
PPN772400431,"{'Lyrik', 'Gelegenheitsschrift:Sieg', 'Flugschrift', 'Lied'}",1606,ger
PPN1030663432,,1862,ger
PPN737960256,"{'Gelegenheitsschrift:Tod', 'Biographie'}",1785,ger
PPN82874047X,{'Grammatik'},1593,"ger, heb, grc, lat"
PPN654550026,{'Leichenpredigt'},1660,ger
PPN889773777,"{'Meßkatalog', 'Buchhandelskatalog'}",1589,"lat, ger"
PPN898196507,{'Kommentar: theol.'},1612,ger$beng
PPN75043225X,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1669,ger
PPN1046484451,{'Freimaurerliteratur'},1797,ger
PPN71500767X,{'Leichenpredigt'},1659,ger
PPN1672352711,,1836,ger
PPN885674367,,1873,ger
PPN73181035X,{'Lied'},1560,ger
PPN715046454,{'Leichenpredigt'},1664,ger
PPN715045652,{'Libretto'},1754,"ita, ger"
PPN654531579,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1714,ger
PPN769752411,"{'Lyrik', 'Gelegenheitsschrift:Geburt'}",1755,ger
PPN815347219,,1724,ger
PPN1018510893,{'Streitschrift:polit.'},1621,ger
PPN68437238X,{'Streitschrift:theol.'},1703,ger
PPN856473871,{'Traktat'},1730,ger
PPN729724131,,1783,ger
PPN768262798,{'Roman'},1789,"ger, eng"
PPN631209670,{'Medizin'},1789,ger
PPN729725367,,1790,ger
PPN791458911,,1524,ger
PPN770260128,,1918,ger
PPN846569337,{'Flugschrift'},1575,"ger$bfre, ita"
PPN749586559,,1914,ger
PPN720836786,{'Dissertation:jur.'},1707,"lat, ger"
PPN840956088,{'Schauspiel'},1546,ger
PPN669465054,{'Streitschrift:theol.'},1778,ger
PPN773101136,{'Freimaurerliteratur'},1781,ger
PPN631020853,,1699,ger
PPN769525113,"{'Märchen', 'Roman'}",1795,ger
PPN1024702987,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1720,ger
PPN1046966677,{'Drama'},1812,ger
PPN788938517,"{'Flugschrift', 'Liedersammlung'}",1786,ger
PPN746022468,{'Drama'},1790,"ger, fre"
PPN745851517,{'Tragödie'},1775,ger
PPN81940540X,{'Traktat'},1715,"ger, lat"
PPN1046332368,,1812,ger
PPN831951095,{'Leichenpredigt'},1643,ger
PPN716121204,{'Libretto'},1791,"ger, ita"
PPN797652620,{'Geologie'},1797,ger
PPN636639517,,1652,ger
PPN755669126,,1915,ger
PPN804378320,{'Flugschrift'},1523,ger
PPN747307660,{'Lied'},1570,ger
PPN734871643,{'Komödie'},1754,ger
PPN820526193,,1832,de
PPN826608981,{'Schulprogramm'},1706,"lat, ger"
PPN1001190122,,1916,ger
PPN792900332,,1585,ger
PPN643810285,,1845,ger
PPN880497939,{'Gelegenheitsschrift:Amtsantritt'},1621,"ger, lat"
PPN729709116,"{'Gelegenheitsschrift:Namenstag', 'Libretto'}",1763,"ita, ger"
PPN75529209X,,1754,ger
PPN880740450,{'Führer'},1787,ger
PPN834713780,"{'Gelegenheitsschrift:Promotion', 'Schulprogramm'}",1725,ger
PPN866979603,{'Leichenpredigt'},1711,ger
PPN873146417,"{'Amtsdruckschrift', 'Vertrag'}",1759,ger
PPN687060745,"{'Gesellschaftsschrift', 'Traktat'}",1774,ger
PPN1040626637,{'Leichenpredigt'},1654,ger
PPN894172476,{'Leichenpredigt'},1620,ger
PPN838316298,{'Lyrik'},1555,ger
PPN1028188463,{'Gelegenheitsschrift:Promotion'},1693,ger
PPN1671395182,,1742,ger
PPN791385248,,1830,ger
PPN729132218,,1478,ger
PPN1040421393,"{'Gelegenheitsschrift:Tod', 'Streitschrift:theol.'}",1677,ger
PPN66322957X,,1830,"ger, fre"
PPN867943823,,1708,ger
PPN77028678X,{'Flugschrift'},1599,ger
PPN627889360,{'Amtsdruckschrift'},1710,ger
PPN898435994,"{'Biographie', 'Werke'}",1831,ger
PPN722204639,{'Praktik'},1698,ger
PPN832190942,{'Erbauungsliteratur'},1799,ger
PPN1023312239,"{'Predigt', 'Gelegenheitsschrift:Geburtstag'}",1673,ger
PPN84097714X,{'Epikedeion'},1715,ger
PPN67164856X,,1760,ger
PPN1006747141,"{'Amtsdruckschrift', 'Einblattdruck'}",1685,ger
PPN734978928,{'Fabel'},1763,ger
PPN818321261,,1562,ger
PPN1013880706,{'Amtsdruckschrift'},1795,ger
PPN86029935X,{'Schauspiel'},1549,ger
PPN774888385,{'Komödie'},1774,"ger, fre"
PPN745849873,,1780,ger
PPN687547660,{'Gelegenheitsschrift:Konversion'},1701,"ger, heb"
PPN806936541,{'Flugschrift'},1546,ger
PPN1671841999,,1797,ger
PPN718508610,{'Rede'},1791,"ger, fre"
PPN1043356932,,1787,ger
PPN630635846,,1611,ger
PPN857140949,,1609,ger
PPN847450279,{'Flugschrift'},1570,ger
PPN682756733,"{'Libretto', 'Gelegenheitsschrift:Geburt'}",1785,ger
PPN831872934,{'Gesangbuch'},1691,ger
PPN859903885,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1697,ger
PPN827504470,"{'Lyrik', 'Gelegenheitsschrift:Promotion'}",1693,ger
PPN746838220,,1885,ger
PPN678372411,,1788,ger
PPN656631287,{'Leichenpredigt'},1681,ger
PPN1758943068,,1929,ger
PPN1670347222,{'Leichenpredigt'},1678,ger
PPN76686376X,{'Lied'},1545,ger
PPN679397167,,1745,ger
PPN669037281,{'Lied'},1560,ger
PPN733296149,"{'Satire', 'Lyrik'}",1730,ger
PPN770987389,{'Lied'},1591,ger
PPN893759104,,1819,ger
PPN873166841,{'Streitschrift:theol.'},1699,ger
PPN670079405,{'Gelegenheitsschrift:Tod'},1712,ger
PPN820815284,,1832,de
PPN1006105077,{'Verordnung'},1696,ger
PPN1046332066,,1811,ger
PPN782167721,,1715,ger
PPN659084406,{'Leichenpredigt'},1694,ger
PPN1666850675,,1904,ger
PPN786800364,"{'Amtsdruckschrift', 'Einblattdruck'}",1732,ger
PPN733812996,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1711,ger
PPN65575136X,"{'Gelegenheitsschrift:Tod', 'Rede'}",1736,ger
PPN1030013152,,1777,ger
PPN771080352,,1518,ger
PPN859634914,{'Leichenpredigt'},1630,ger
PPN897378008,{'Medizin'},1798,ger
PPN1735216674,,1900,ger
PPN827497520,,1838,ger
PPN1031767096,,1796,ger
PPN756789680,{'Musikbuch'},1657,ger
PPN680036598,{'Drama'},1617,"ger, lat"
PPN685291669,{'Leichenpredigt'},1679,ger
PPN654682801,{'Leichenpredigt'},1715,ger
PPN67774613X,{'Dissertation:theol.'},1784,ger
PPN715693417,"{'Gelegenheitsschrift:Tod', 'Rede'}",1734,ger
PPN720288959,{'Geldwesen'},1790,ger
PPN770795471,"{'Satire', 'Roman'}",1798,ger
PPN1671044517,{'Leichenpredigt'},1635,ger
PPN685565033,"{'Flugschrift', 'Praktik'}",1558,ger
PPN630138230,,1710,ger
PPN776689045,,1559,"ger, lat"
PPN665607083,{'Gebetbuch'},1747,ger
PPN675481821,{'Streitschrift'},1768,ger
PPN1666856959,,1842,ger
PPN770578829,{'Gelegenheitsschrift:Tod'},1680,ger
PPN882365738,{'Leichenpredigt'},1678,ger
PPN778293157,{'Lied'},1530,ger
PPN770873863,{'Gesangbuch'},1667,ger
PPN876566085,{'Leichenpredigt'},1605,ger
PPN1762745593,{'Streitschrift:theol.'},1693,"ger, lat"
PPN733914705,,1598,ger
PPN65170166X,{'Leichenpredigt'},1614,ger
PPN898460808,"{'Novelle', 'Werke'}",1831,ger
PPN881948837,{'Leichenpredigt'},1654,ger
PPN688809804,,1755,ger
PPN824817591,{'Praktik'},1590,ger
PPN1669327043,{'Frauenliteratur'},1751,ger
PPN1750863979,,1840,"ger, fre"
PPN663508533,,1766,ger
PPN837374928,"{'Gelegenheitsschrift:Tod', 'Lied'}",1687,ger
PPN670182699,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1712,ger
PPN837260809,{'Flugschrift'},1558,ger
PPN892671033,{'Lied'},1740,ger
PPN1752180763,,1921,ger
PPN770608043,{'Gelegenheitsschrift:Tod'},1684,ger
PPN717567230,{'Mandat'},1713,ger
PPN859787052,{'Lyrik'},1657,ger
PPN750432535,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1669,ger
PPN770090877,,1780,ger
PPN84883819X,{'Bericht'},1773,ger
PPN735487669,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1713,ger
PPN76952138X,,1915,ger
PPN1701921022,,1905,ger
PPN1698487215,{'Verordnung'},1790,ger
PPN830405666,,1615,ger
PPN1668328828,,1914,ger
PPN687790417,{'Gebetbuch'},1717,ger
PPN840186061,{'Lyrik'},1538,ger
PPN885689895,{'Leichenpredigt'},1633,ger
PPN722409249,{'Gelegenheitsschrift:Geburtstag'},1676,"lat, ger"
PPN737474785,"{'Gelegenheitsschrift:Namenstag', 'Lyrik'}",1648,ger
PPN880040734,"{'Predigt', 'Gelegenheitsschrift:Tod'}",1712,ger
PPN684391244,"{'Predigt', 'Gelegenheitsschrift:Krönung'}",1619,ger
PPN722209401,{'Leichenpredigt'},1690,ger
PPN665535295,{'Roman'},1780,ger
PPN1680824511,"{'Verordnung', 'Einblattdruck'}",1773,ger
PPN1040447171,{'Streitschrift:theol.'},1677,ger
PPN742535398,{'Streitschrift:theol.'},1554,"ger, lat"
PPN746826990,{'Tragödie'},1768,ger
PPN880698993,{'Kommentar: jur.'},1733,ger
PPN176186503X,,1900,ger
PPN819635456,{'Katechismus'},1530,ger
PPN1018517626,"{'Verordnung', 'Einblattdruck'}",1677,ger
PPN687062713,{'Streitschrift:theol.'},1715,ger
PPN1680983237,{'Gelegenheitsschrift:Tod'},1778,ger
PPN844199818,,1575,ger
PPN672625989,"{'Gelegenheitsschrift:Konversion', 'Judaicum'}",1732,ger
PPN102779503X,"{'Verordnung', 'Einblattdruck'}",1793,ger
PPN78002950X,{'Lied'},1560,ger
PPN820469033,"{'Flugschrift', 'Kriegskunde'}",1546,ger
PPN849544394,{'Lyrik'},1666,ger
PPN777353172,{'Buchhandelskatalog'},1794,ger
PPN72580646X,{'Libretto'},1792,ger
PPN730089983,{'Schulprogramm'},1743,"lat, ger"
PPN734413912,{'Epik'},1750,ger
PPN730912078,"{'Gelegenheitsschrift:Einladung', 'Gelegenheitsschrift:Geburtstag', 'Schulprogramm'}",1752,ger
PPN880498765,,1789,ger
PPN856735310,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1778,ger
PPN818744170,,1772,ger
PPN89737942X,,1904,ger
PPN1689147911,"{'Tabelle', 'Einblattdruck'}",1786,ger
PPN1047660326,{'Streitschrift:theol.'},1685,ger
PPN1030872058,"{'Amtsdruckschrift', 'Einblattdruck'}",1794,ger
PPN1001173821,{'Medizin'},1701,ger
PPN659507870,,1834,ger
PPN1036471462,"{'Schulbuch', 'Briefsammlung'}",1716,"lat, ger"
