PPN,genre-aad,originInfo-publication0_dateIssued,SprachcodesWinIBW
PPN637722892,{'Lyrik'},1766,ger
PPN747078386,{'Schauspiel'},1771,ger
PPN720823722,{'Privileg'},1735,ger
PPN781286999,{'Leichenpredigt'},1600,ger
PPN736811567,{'Lied'},1550,ger
PPN630206007,,1772,ger
PPN1669202917,"{'Frauenliteratur', 'Roman'}",1799,ger
PPN658935194,{'Leichenpredigt'},1684,ger
PPN635376164,,1649,ger
PPN832591203,"{'Einblattdruck', 'Lied'}",1525,ger
PPN841183538,{'Ars moriendi'},1568,ger
PPN690232705,,1774,ger
PPN859827763,{'Briefsammlung'},1779,ger
PPN1778924808,,1922,ger
PPN1017718520,{'Verordnung'},1718,ger
PPN66216203X,"{'Flugschrift', 'Brief'}",1757,ger
PPN655600620,{'Streitschrift:theol.'},1725,ger
PPN869653539,{'Leichenpredigt'},1676,ger
PPN828535728,,1570,"ger, lat"
PPN663165547,{'Leichenpredigt'},1684,ger
PPN835531694,{'Gelegenheitsschrift:Tod'},1723,ger
PPN889811008,"{'Genealogie', 'Streitschrift:polit.'}",1737,"ger, fre"
PPN1019146214,{'Flugschrift'},1622,ger
PPN1687130205,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1677,ger
PPN799336688,"{'Gelegenheitsschrift:Tod', 'Gelegenheitsschrift:Amtsantritt', 'Gebet'}",1688,ger
PPN88616401X,,1915,ger
PPN733802990,{'Gelegenheitsschrift:Gedenken'},1703,ger
PPN683943545,"{'Streitschrift:theol.', 'Streitschrift:polit.'}",1781,ger
PPN84719759X,"{'Lyrik', 'Gelegenheitsschrift'}",1602,ger
PPN845737589,{'Volksbuch'},1557,ger
PPN894162640,{'Leichenpredigt'},1619,ger
PPN767809815,"{'Gelegenheitsschrift:Namenstag', 'Lyrik'}",1759,ger
PPN735974896,,1844,ger
PPN817944745,{'Ars moriendi'},1555,ger
PPN729474666,{'Libretto'},1793,"ita, ger"
PPN794266061,{'Leichenpredigt'},1649,ger
PPN866454306,{'Gelegenheitsschrift:Gedenken'},1772,ger
PPN849566177,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1635,ger
PPN852269013,"{'Gelegenheitsschrift:Geburtstag', 'Perioche'}",1656,ger
PPN843867280,{'Gelegenheitsschrift:Tod'},1586,ger
PPN880855428,,1754,ger
PPN769401813,,1916,ger
PPN793907802,{'Gesangbuch'},1541,ger
PPN1011644584,,1918,ger
PPN818661224,"{'Flugschrift', 'Liedersammlung'}",1806,ger
PPN641918739,{'Edikt'},1770,ger
PPN733883478,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1736,ger
PPN867441186,{'Leichenpredigt'},1675,ger
PPN668766735,{'Predigtsammlung'},1640,ger
PPN770797881,,1830,ger
PPN874396476,{'Gelegenheitsschrift:Tod'},1742,ger
PPN726080225,"{'Lyrik', 'Gelegenheitsschrift:Geburtstag'}",1738,ger
PPN821762222,,1575,ger
PPN654195692,{'Leichenpredigt'},1683,ger
PPN756673291,"{'Kalender', 'Chronik'}",1573,ger
PPN780610806,{'Lied'},1721,ger
PPN661584143,,1790,ger
PPN746884060,,1870,ger
PPN869391593,,1739,ger
PPN1681953811,"{'Verordnung', 'Einblattdruck'}",1776,ger
PPN83784844X,{'Physik'},1788,"ger, eng"
PPN768174104,{'Roman'},1779,ger
PPN729056481,,1785,ger
PPN1040710883,{'Predigtsammlung'},1605,ger
PPN767885139,{'Leichenpredigt'},1609,ger
PPN167846905X,,1763,ger
PPN1767201664,{'Leichenpredigt'},1708,ger
PPN83265213X,{'Medizin'},1788,ger
PPN741375818,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1716,ger
PPN629525641,,1796,ger
PPN688527485,"{'Libretto', 'Gelegenheitsschrift:Abschied'}",1733,ger
PPN872125262,{'Leichenpredigt'},1691,ger
PPN87359696X,{'Biographie'},1795,ger
PPN68411075X,,1830,ger
PPN68859249X,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1730,ger
PPN1691816612,"{'Lyrik', 'Gelegenheitsschrift:Tod', 'Epikedeion'}",1741,ger
PPN832192244,{'Flugschrift'},1552,ger
PPN666505780,,1746,ger
PPN1033017396,{'Leichenpredigt'},1684,ger
PPN871734656,{'Predigt'},1665,ger
PPN1030009236,,1752,ger
PPN65644178X,{'Leichenpredigt'},1631,ger
PPN644251069,{'Leichenpredigt'},1678,ger
PPN603421547,{'Predigtsammlung'},1618,ger
PPN635359030,,1647,ger
PPN1027358160,{'Gelegenheitsschrift:Promotion'},1699,ger
PPN787940860,"{'Flugschrift', 'Lied', 'Rede'}",1786,ger
PPN876129556,{'Leichenpredigt'},1623,ger
PPN656760966,{'Leichenpredigt'},1632,ger
PPN1031421785,{'Geographie'},1811,ger
PPN1015325858,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1683,ger
PPN893461253,{'Leichenpredigt'},1707,ger
PPN817802886,,1702,ger
PPN767869419,{'Roman'},1784,ger
PPN766680304,{'Chronik'},1615,ger
PPN730094766,{'Satire'},1700,ger
PPN737575565,"{'Flugschrift', 'Lied'}",1613,ger
PPN835385248,{'Gelegenheitsschrift:Amtsantritt'},1730,"lat, ger"
PPN816564876,{'Gelegenheitsschrift:Geburtstag'},1762,ger
PPN748759166,{'Drama'},1691,ger
PPN78893970X,"{'Flugschrift', 'Liedersammlung'}",1786,ger
PPN879402423,{'Leichenpredigt'},1708,"ger, lat"
PPN65492001X,{'Gelegenheitsschrift:Tod'},1695,ger
PPN720816777,{'Libretto'},1788,"ita, ger"
PPN883082659,,1797,ger
PPN771337302,{'Epik'},1781,ger
PPN746281978,"{'Gesellschaftsschrift', 'Schauspiel'}",1775,ger
PPN737283912,{'Lied'},1560,ger
PPN729053563,{'Streitschrift:jur.'},1756,ger
PPN770889891,"{'Satire', 'Roman'}",1799,ger
PPN715724983,,1817,ger
PPN674636287,,1728,ger
PPN882983180,,1876,ger
PPN1006746137,"{'Amtsdruckschrift', 'Einblattdruck'}",1684,ger
PPN103710532X,,1799,ger
PPN812433726,,1800,ger
PPN687561515,"{'Flugschrift', 'Kolportageliteratur'}",1722,ger
PPN755935403,"{'Volksbuch', 'Epik'}",1703,ger
PPN1665218134,{'Novelle'},1852,ger
PPN667849416,{'Predigt'},1720,ger
PPN720418151,{'Geldwesen'},1733,ger
PPN737590114,{'Verserzählung'},1624,ger
PPN740401440,{'Lied'},1631,ger
PPN668431385,{'Leichenpredigt'},1673,ger
PPN720289815,{'Geldwesen'},1788,ger
PPN733627544,{'Auktionskatalog'},1745,"lat, ger"
PPN803288360,{'Leichenpredigt'},1669,ger
PPN662523695,"{'Lyrik', 'Gelegenheitsschrift:Jubiläum'}",1783,ger
PPN756434564,,1846,ger
PPN746279337,,1597,ger
PPN898106036,,1925,ger
PPN834729776,{'Botanik'},1790,ger
PPN660180014,"{'Gelegenheitsschrift:Tod', 'Rede'}",1686,ger
PPN1025540379,"{'Verordnung', 'Einblattdruck'}",1796,ger
PPN727387626,,1772,ger
PPN796573417,{'Vertrag'},1685,ger
PPN63229518X,,1664,ger
PPN654795185,,1762,ger
PPN720121558,{'Edikt'},1723,ger
PPN1775666425,{'Leichenpredigt'},1754,ger
PPN1003834566,{'Auktionskatalog'},1838,ger
PPN656875984,{'Streitschrift:theol.'},1704,ger
PPN79623731X,{'Flugschrift'},1525,ger
PPN738785709,{'Gelegenheitsschrift:Tod'},1707,ger
PPN664018696,,1875,ger
PPN777347156,"{'Lyrik', 'Streitschrift'}",1781,ger
PPN1025138759,{'Flugschrift'},1688,ger
PPN72551101X,,1731,ger
PPN1667927620,{'Verordnung'},1769,ger
PPN634979981,,1738,"ger, cze"
PPN874344328,{'Gelegenheitsschrift:Tod'},1737,ger
PPN77356375X,"{'Flugschrift', 'Lied'}",1628,ger
PPN750753420,{'Lied'},1555,ger
PPN876448562,"{'Gelegenheitsschrift:Sieg', 'Amtsdruckschrift', 'Gelegenheitsschrift:Fest', 'Verordnung'}",1675,ger
PPN1067673245,"{'Verordnung', 'Einblattdruck', 'Geldwesen'}",1758,ger
PPN1666280097,"{'Volksbuch', 'Verserzählung', 'Biographie'}",1742,ger
PPN803531168,{'Gelegenheitsschrift:Tod'},1769,ger
PPN843630469,{'Flugschrift'},1591,ger
PPN895110911,{'Gelegenheitsschrift:Tod'},1732,ger
PPN63609121X,,1658,ger
PPN1011407485,{'Gelegenheitsschrift:Tod'},1693,ger
PPN685567109,"{'Lyrik', 'Leichenpredigt'}",1654,ger
PPN780527321,{'Epik'},1797,ger
PPN790738031,{'Traktat'},1599,ger
PPN79737079X,{'Roman'},1734,ger
PPN1041045778,{'Verordnung'},1748,ger
PPN84564937X,{'Volksbuch'},1549,"ger, fre"
PPN737590955,"{'Satire', 'Verserzählung'}",1616,ger
PPN636776883,,1653,ger
PPN654473226,{'Leichenpredigt'},1666,ger
PPN848865901,{'Gelegenheitsschrift:Tod'},1655,ger
PPN771027362,,1639,"ger, lat"
PPN1046226665,,1802,ger
PPN756602343,"{'Verordnung', 'Amtsdruckschrift'}",1557,ger
PPN1031766421,,1797,ger
PPN101468384X,{'Leichenpredigt'},1678,ger
PPN1011457148,{'Leichenpredigt'},1692,ger
PPN66230778X,"{'Roman', 'Bücheranzeige'}",1800,ger
PPN736253831,{'Liedersammlung'},1544,ger
PPN852710224,,1632,ger
PPN80041750X,"{'Einblattdruck', 'Lied'}",1524,ger
PPN102311903X,"{'Lyrik', 'Gelegenheitsschrift:Promotion'}",1695,ger
PPN860368955,{'Gelegenheitsschrift:Tod'},1702,ger
PPN1737389517,{'Leichenpredigt'},1708,ger
PPN73187000X,{'Lied'},1560,ger
PPN876450095,"{'Verordnung', 'Amtsdruckschrift'}",1618,ger
PPN1689218371,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1722,ger
PPN656850639,{'Leichenpredigt'},1602,ger
PPN671407309,,1802,ger
PPN820283533,,1520,ger
PPN746826672,{'Komödie'},1770,ger
PPN1667932608,"{'Verordnung', 'Einblattdruck'}",1778,ger
PPN766338177,,1814,ger
PPN1043581715,{'Meßkatalog'},1605,"lat, ger"
PPN1778982743,{'Leichenpredigt'},1654,ger
PPN847510271,{'Leichenpredigt'},1658,ger
PPN715917722,,1811,ger
PPN870127926,{'Leichenpredigt'},1532,ger
PPN1683839749,{'Liedersammlung'},1820,ger
PPN642842280,,1764,ger
PPN1020738677,"{'Biographie', 'Traktat'}",1783,"ger, eng"
PPN1691997765,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1742,ger
PPN1034694960,{'Erzählung'},1817,ger
PPN870665588,"{'Tabelle', 'Streitschrift:polit.'}",1789,ger
PPN876145179,{'Gelegenheitsschrift:Tod'},1657,ger
PPN1769514201,,1921,ger
PPN661505340,{'Gartenbau'},1707,ger
PPN893755206,,1909,ger
PPN730236641,{'Liedersammlung'},1797,ger
PPN1011832518,"{'Flugschrift', 'Astronomie'}",1629,ger
PPN736604219,,1535,ger
PPN690230583,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1633,"lat, ger, fre"
PPN886553350,{'Verordnung'},1794,ger
PPN1012499278,,1909,ger
PPN778649660,,1574,ger
PPN798765429,{'Flugschrift'},1523,ger
PPN846663163,,1829,ger
PPN1019149140,"{'Amtsdruckschrift', 'Brief'}",1692,ger
PPN675446937,"{'Praktik', 'Gelegenheitsschrift:Geburt'}",1710,ger
PPN840572298,{'Streitschrift:theol.'},1724,ger
PPN1680067761,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1715,ger
PPN656734868,"{'Predigt', 'Bücheranzeige'}",1713,ger
PPN896597938,,1917,ger
PPN88048926X,"{'Verordnung', 'Einblattdruck'}",1707,ger
PPN827092555,"{'Briefsammlung', 'Anekdote', 'Reisebericht'}",1790,ger
PPN1689092335,"{'Gelegenheitsschrift:Geburtstag', 'Lied'}",1722,ger
PPN89832713X,{'Gelegenheitsschrift:Tod'},1703,ger
PPN868023620,,1850,ger
PPN859639444,"{'Gelegenheitsschrift:Konversion', 'Streitschrift:theol.'}",1699,ger
PPN828672733,{'Gelegenheitsschrift:Jubiläum'},1740,ger
PPN746601077,{'Drama'},1779,ger
PPN885077431,{'Leichenpredigt'},1616,ger
PPN736747214,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1607,ger
PPN863227619,"{'Verordnung', 'Amtsdruckschrift'}",1646,ger
PPN739948237,,1493,ger
PPN1675783985,,1853,ger
PPN617379416,{'Predigt'},1743,ger
PPN770897770,{'Lied'},1588,ger
PPN663171490,{'Leichenpredigt'},1633,ger
PPN1049613686,{'Predigt'},1675,ger
PPN799220728,"{'Flugschrift', 'Liedersammlung'}",1800,ger
PPN66361709X,,1770,ger
PPN833280279,"{'Gelegenheitsschrift:Hochzeit', 'Lied'}",1696,ger
PPN871986191,{'Leichenpredigt'},1681,ger
PPN61985569X,,1798,ger
PPN771935978,"{'Flugschrift', 'Briefsammlung'}",1760,ger
PPN862972116,"{'Fabel', 'Epik', 'Traktat'}",1761,"ger, eng"
PPN815690185,{'Medizin'},1573,"ger, fre"
PPN1032728833,,1763,ger
PPN729581950,{'Gelegenheitsschrift:Tod'},1724,ger
PPN730230570,{'Liedersammlung'},1792,ger
PPN770583075,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1683,ger
PPN1683950917,{'Verordnung'},1772,ger
PPN1031305734,{'Erzählung'},1816,ger
PPN829778098,,1595,"lat, ger"
PPN790492318,{'Predigt'},1699,ger
PPN733566901,,1526,ger
PPN886877385,{'Gelegenheitsschrift:Geburtstag'},1784,ger
PPN803524374,{'Topographie'},1780,ger
PPN734133391,{'Liedersammlung'},1530,ger
PPN841220247,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1652,ger
PPN619021047,,1773,ger
PPN869377779,{'Musikbuch'},1782,ger
PPN88673116X,"{'Verordnung', 'Einblattdruck'}",1796,ger
PPN1013986393,,1892,ger
PPN835260607,{'Epikedeion'},1743,ger
PPN636778797,,1653,ger
PPN837302161,,1526,ger
PPN1048213315,{'Sage'},1821,ger
PPN1782430547,"{'Predigt', 'Flugschrift'}",1519,ger
PPN668790474,{'Leichenpredigt'},1689,ger
PPN796374317,,1558,ger
PPN833480243,"{'Einblattdruck', 'Lied'}",1525,ger
PPN1031096809,{'Altertumskunde'},1819,"ger, lat, gre"
PPN1670529711,{'Leichenpredigt'},1650,ger
PPN751127949,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1670,ger
PPN104013761X,,1795,ger
PPN1016502869,"{'Tabelle', 'Praktik'}",1742,ger
PPN776072072,{'Gesangbuch'},1689,ger
PPN74981280X,{'Lied'},1560,ger
PPN767022432,"{'Roman', 'Trivialliteratur'}",1799,ger
PPN780558804,{'Liedersammlung'},1650,ger
PPN73391067X,{'Lied'},1570,ger
PPN773800964,"{'Flugschrift', 'Lied'}",1632,ger
PPN1690886188,,1779,ger
PPN738535133,,1915,ger
PPN766402789,,1796,ger
PPN663234352,{'Leichenpredigt'},1630,ger
PPN654921741,,1787,"ger, gre"
PPN840571062,"{'Epik', 'Biographie'}",1729,ger
PPN739963783,{'Lyrik'},1777,ger
PPN845636375,{'Lyrik'},1610,ger
PPN745602762,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1791,ger
PPN1733963464,{'Leichenpredigt'},1710,ger
PPN634964437,"{'Lyrik', 'Gelegenheitsschrift:Sieg'}",1757,ger
PPN751133086,"{'Lyrik', 'Gelegenheitsschrift:Abschied'}",1670,ger
PPN766687015,,1546,ger
PPN1698150350,{'Verordnung'},1789,ger
PPN75555745X,{'Tragödie'},1800,ger
PPN890966494,,1900,ger
PPN1752076222,,1893,ger
PPN71600156X,{'Libretto'},1791,"ger, ita"
PPN1697831192,{'Verordnung'},1789,ger
PPN1683337069,{'Amtsdruckschrift'},1770,ger
PPN895692724,{'Leichenpredigt'},1680,ger
PPN1034703528,{'Roman'},1810,"ger, spa"
PPN68437126X,"{'Brief', 'Streitschrift:theol.'}",1789,ger
PPN62518436X,,1745,ger
PPN875111076,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1703,"ger, lat"
PPN873594045,{'Gelegenheitsschrift:Tod'},1703,ger
PPN632382392,,1664,ger
PPN1015293689,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1671,ger
PPN893342068,,1870,ger
PPN659504626,"{'Gebet', 'Gelegenheitsschrift:Jubiläum'}",1717,ger
PPN1670168123,,1897,"ger, dan"
PPN796684332,{'Flugschrift'},1523,ger
PPN719143551,,1847,ger
PPN795553943,{'Flugschrift'},1547,ger
PPN654850933,{'Leichenpredigt'},1640,ger
PPN718059182,{'Libretto'},1776,"ita, ger"
PPN767150759,{'Lied'},1543,ger
PPN679398740,"{'Briefsammlung', 'Bücheranzeige'}",1782,"ger, fre"
PPN684772698,,1556,ger
PPN1027776051,,1799,"ger, fre"
PPN830318690,"{'Lyrik', 'Gelegenheitsschrift:Amtsantritt'}",1706,ger
PPN665605528,{'Erzählung'},1783,ger
PPN1037046897,,1839,ger
PPN839798466,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1640,ger
PPN627697577,,1701,ger
PPN797112952,{'Flugschrift'},1530,ger
PPN768259517,,1789,ger
PPN1000914453,"{'Musiknoten', 'Gesangbuch', 'Kirchenlied'}",1559,"ger, lat"
PPN79933510X,{'Leichenpredigt'},1697,ger
PPN895878348,{'Gelegenheitsschrift:Tod'},1724,ger
PPN653872690,"{'Predigt', 'Gelegenheitsschrift:Friedensschluß'}",1763,ger
PPN74006388X,{'Lied'},1617,ger
PPN737512423,{'Lied'},1570,ger
PPN752419366,{'Lied'},1560,ger
PPN838313620,,1895,ger
PPN726203424,,1812,ger
PPN751756628,{'Schauspiel'},1793,ger
PPN899018734,{'Gelegenheitsschrift:Tod'},1719,ger
PPN885096908,,1877,ger
PPN873474708,{'Leichenpredigt'},1602,ger
PPN748777954,{'Drama'},1634,ger
PPN79998907X,,1536,"lat, ger"
PPN672988399,,1800,ger
PPN835541681,,1510,ger
PPN637216008,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1699,ger
PPN780687027,,1804,ger
PPN847845125,"{'Gelegenheitsschrift:Tod', 'Universitätsprogramm'}",1709,ger
PPN735195919,"{'Gelegenheitsschrift:Tod', 'Epikedeion'}",1745,ger
PPN716365979,{'Leichenpredigt'},1682,ger
PPN857502549,{'Gelegenheitsschrift:Tod'},1705,ger
PPN1026703794,,1902,ger
PPN89818410X,"{'Werke', 'Erzählung'}",1883,ger
PPN618820914,{'Rede'},1746,ger
PPN813659949,"{'Kriegskunde', 'Traktat'}",1782,"ger, fre"
PPN749591439,,1916,"ger, ota"
PPN799499676,{'Gelegenheitsschrift:Tod'},1649,ger
PPN831980494,{'Astrologie'},1591,"ger, dan"
PPN865657297,{'Totentanz'},1796,ger
PPN1677275006,{'Streitschrift:jur.'},1717,ger
PPN659525089,,1836,ger
PPN826736289,,1772,ger
PPN167732029X,{'Roman'},1822,"ger, eng"
PPN771936583,{'Flugschrift'},1509,ger
PPN1683697944,,1800,ger
PPN817799451,{'Traktat'},1716,ger
PPN1695568532,"{'Verordnung', 'Einblattdruck'}",1780,ger
PPN833189255,{'Streitschrift:polit.'},1796,ger
PPN690146019,{'Libretto'},1727,"ger, ita, ita"
PPN768523761,{'Epik'},1789,ger
PPN877389187,,1875,ger
PPN882065599,{'Gelegenheitsschrift:Einladung'},1793,ger
PPN749843179,,1573,ger
PPN717287912,{'Dissertation:theol.'},1707,"lat, ger"
PPN1033567965,{'Novelle'},1949,ger
PPN823973298,,1546,"ger, lat"
PPN773559779,{'Kommentar: theol.'},1793,"heb, lat, ger"
PPN775977683,{'Komödie'},1779,"ger, ita"
PPN654553521,{'Leichenpredigt'},1621,ger
PPN1780639163,,1892,ger
PPN732487161,{'Lied'},1550,ger
PPN688566324,{'Streitschrift:theol.'},1748,ger
PPN684220202,{'Streitschrift:theol.'},1723,ger
PPN1025469526,,1920,ger
PPN898511569,{'Gelegenheitsschrift:Tod'},1709,ger
PPN718182782,{'Einführung'},1771,ger
PPN872719138,{'Streitschrift:theol.'},1619,ger
PPN636641716,,1652,ger
PPN1669420140,,1910,ger
PPN757458858,,1750,ger
PPN832062979,{'Flugschrift'},1552,ger
PPN751022101,"{'Lyrik', 'Gelegenheitsschrift:Neujahr', 'Einblattdruck'}",1691,ger
PPN689474474,"{'Amtsdruckschrift', 'Edikt'}",1722,ger
PPN770793541,,1830,ger
PPN749956259,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1666,ger
PPN814425380,"{'Gelegenheitsschrift:Visitation', 'Bücheranzeige'}",1786,ger
PPN834942615,,1560,ger
PPN1023158213,"{'Biographie', 'Geldwesen'}",1736,ger
PPN749901276,"{'Gelegenheitsschrift:Hochzeit', 'Lyrik'}",1670,ger
PPN682494593,{'Erbauungsliteratur'},1717,ger
PPN675467829,{'Streitschrift'},1774,ger
PPN770509363,,1802,ger
PPN767223977,,1792,ger
PPN1015951678,{'Flugschrift'},1672,ger
PPN746838387,,1893,ger
PPN1011645068,,1918,ger
PPN771767668,,1783,ger
PPN809027879,,1781,ger
PPN1049100867,{'Novelle'},1835,ger
PPN1046913905,{'Drama'},1807,ger
PPN687620325,{'Erbauungsliteratur'},1781,ger
PPN663998328,,1590,ger
PPN1031262865,{'Leichenpredigtsammlung'},1753,"ger, nds"
PPN770364241,,1804,ger
PPN769841120,"{'Roman', 'Bücheranzeige'}",1794,ger
PPN668913231,{'Gelegenheitsschrift:Tod'},1693,ger
PPN1775633845,,1925,ger
PPN766429733,{'Lied'},1590,ger
PPN870905465,{'Leichenpredigt'},1656,ger
PPN820021164,"{'Flugschrift', 'Traktat'}",1523,ger
PPN645234923,,1816,ger
PPN845730177,{'Satire'},1593,ger
PPN742502848,"{'Gelegenheitsschrift:Einladung', 'Gelegenheitsschrift:Amtsantritt'}",1739,ger
PPN859853128,"{'Frauenliteratur', 'Ratgeber', 'Bibliographie'}",1798,ger
PPN654377545,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1786,ger
PPN1002225493,{'Leichenpredigt'},1662,ger
PPN1677968885,{'Verordnung'},1759,ger
PPN642988196,{'Leichenpredigt'},1674,ger
PPN718825128,{'Libretto'},1788,"ita, ger"
PPN654026815,{'Leichenpredigt'},1665,ger
PPN630490678,,1799,ger
PPN647551314,{'Streitschrift:theol.'},1615,ger
PPN863474063,{'Anstandsliteratur'},1737,ger
PPN77756825X,{'Lied'},1580,"ger, lat"
PPN749808314,{'Lied'},1560,ger
PPN64379719X,{'Gelegenheitsschrift:Einweihung'},1772,ger
PPN685232786,{'Streitschrift:theol.'},1715,ger
PPN880791136,{'Leichenpredigt'},1614,ger
PPN837292042,{'Flugschrift'},1594,ger
PPN86361650X,{'Leichenpredigt'},1670,ger
PPN755547012,{'Komödie'},1780,ger
PPN773369791,"{'Flugschrift', 'Lied'}",1621,ger
PPN1005503303,{'Flugschrift'},1759,ger
PPN750764066,"{'Lyrik', 'Gelegenheitsschrift:Geburtstag', 'Einblattdruck'}",1689,ger
PPN688731473,{'Libretto'},1762,ger
PPN841284962,"{'Lyrik', 'Gelegenheitsschrift:Neujahr'}",1651,ger
PPN88371423X,,1892,ger
PPN736523979,{'Liedersammlung'},1600,ger
PPN868634921,{'Leichenpredigt'},1674,ger
PPN1688164944,"{'Tabelle', 'Einblattdruck'}",1786,ger
PPN73799388X,{'Lyrik'},1790,ger
PPN868580252,{'Biographie'},1798,ger
PPN65812398X,{'Predigt'},1737,ger
PPN732379350,{'Lyrik'},1766,ger
PPN738377422,,1914,ger
PPN790627876,"{'Verordnung', 'Amtsdruckschrift'}",1528,ger
PPN655576940,{'Streitschrift:theol.'},1724,ger
PPN644795883,{'Gelegenheitsschrift:Tod'},1691,ger
PPN654137293,{'Leichenpredigt'},1657,ger
PPN877826838,"{'Gelegenheitsschrift:Einladung', 'Schulprogramm'}",1728,"lat, ger"
PPN893989754,,1815,ger
PPN729553213,{'Gelegenheitsschrift:Tod'},1745,ger
PPN884548066,{'Amtsdruckschrift'},1716,ger
PPN796235813,{'Praktik'},1577,ger
PPN791979350,,1567,ger
PPN744067472,,1800,ger
PPN773869379,"{'Gelegenheitsschrift:Tod', 'Lied'}",1633,ger
PPN799760412,{'Geographie'},1792,ger
PPN747593191,{'Tragödie'},1776,ger
PPN1014594049,,1885,"ger, rus"
PPN624756882,{'Lied'},1700,ger
PPN671528084,{'Traktat'},1704,ger
PPN755935160,,1799,ger
PPN1671319508,,1729,ger
PPN657486086,{'Leichenpredigt'},1702,ger
PPN697276821,{'Leichenpredigt'},1658,ger
PPN1778952682,{'Leichenpredigtsammlung'},1646,ger
PPN847092704,"{'Lyrik', 'Gelegenheitsschrift:Tod'}",1699,ger
PPN1665808845,,1805,ger
PPN77752628X,"{'Flugschrift', 'Liedersammlung'}",1712,ger
PPN812427823,{'Streitschrift:polit.'},1704,ger
PPN820478091,{'Tragödie'},1829,de
PPN739466674,{'Lied'},1602,ger
PPN795037678,{'Liedersammlung'},1815,ger
PPN795554370,{'Flugschrift'},1524,ger
PPN817694625,{'Archäologie'},1688,ger
PPN66364481X,{'Leichenpredigt'},1613,ger
PPN638211328,{'Gelegenheitsschrift:Neujahr'},1732,ger
PPN630785805,,1663,ger
PPN771235461,,1824,ger
PPN788274627,,1551,ger
PPN820891215,,1863,ger
PPN668271353,{'Leichenpredigt'},1649,ger
PPN627497780,,1748,"ita, ger"
PPN169803184X,"{'Verordnung', 'Einblattdruck'}",1780,ger
PPN633194379,,1653,ger
PPN697277259,{'Gelegenheitsschrift:Tod'},1660,"lat, ger"
PPN640949134,{'Libretto'},1787,ger
PPN840670052,,1830,ger
PPN73984475X,{'Liedersammlung'},1612,ger
PPN770958001,{'Bücheranzeige'},1800,ger
PPN1788334604,,1824,ger
PPN689524595,,1800,ger
PPN780590937,,1796,"ger, fre"
PPN1031135316,{'Leichenpredigt'},1655,ger
PPN832085340,{'Predigt'},1724,ger
PPN737683708,{'Lied'},1570,ger
PPN1018538526,"{'Meßkatalog', 'Buchhandelskatalog'}",1648,"ger, lat"
PPN631236538,,1714,ger
PPN1028170394,"{'Verordnung', 'Einblattdruck'}",1800,ger
PPN654472165,{'Leichenpredigt'},1638,ger
PPN832590630,{'Traktat'},1791,ger
PPN864323271,{'Flugschrift'},1575,ger
PPN1067672052,"{'Verordnung', 'Einblattdruck'}",1757,ger
PPN635316943,,1645,ger
PPN687802989,{'Gelegenheitsschrift:Tod'},1667,"lat, ger"
PPN72191778X,{'Handbuch'},1788,ger
PPN634508261,,1606,ger
PPN851734936,{'Anthologie'},1666,ger
PPN827483163,,1832,ger
PPN1031766391,,1796,ger
PPN685801179,{'Libretto'},1723,"ita, ger"
PPN84885196X,,1800,ger
PPN1779879857,,1932,ger
PPN74209765X,{'Schauspiel'},1797,ger
PPN621184225,,1783,ger
PPN1025891171,{'Leichenpredigt'},1699,ger
PPN73033578X,{'Traktat'},1703,ger
PPN768636841,{'Roman'},1789,ger
PPN1679104357,,1795,ger
PPN686652703,{'Handbuch'},1779,ger
PPN1689014199,"{'Verordnung', 'Einblattdruck'}",1786,ger
PPN101215534X,,1763,ger
PPN796386471,{'Flugschrift'},1522,ger
PPN885661117,{'Streitschrift:theol.'},1722,ger
PPN715585924,{'Leichenpredigt'},1675,ger
PPN786647876,{'Dissertation:theol.'},1706,"lat, grc, heb, ger"
PPN819696994,{'Flugschrift'},1527,ger
PPN832601551,{'Gelegenheitsschrift:Hochzeit'},1665,ger
PPN718182561,"{'Gelegenheitsschrift:Geburtstag', 'Libretto'}",1753,"ita, ger"
PPN63451119X,{'Drama'},1704,ger
PPN662161300,"{'Flugschrift', 'Streitschrift:polit.'}",1756,ger
PPN782514073,,1916,ger
